Season,Player_Name,Position,Team,Guaranteed_Money,Contract_Value,Contract_Length_Years
2018,Freddie Stevenson,FB,CHI,0,1665000,3
2018,Garrett Johnson,WR,CHI,100,1711000,3
2018,Hendrick Ekpe,LB,CHI,3500,1668500,3
2018,Howard Jones,ED,CHI,0,1320000,2
2018,Hroniss Grasu,C,CHI,761920,3529420,4
2018,Isaiah Irving,LB,CHI,0,1665000,3
2018,Jack Allen,C,CHI,0,555000,1
2018,James Daniels,RG,CHI,3930576,6950156,4
2018,James Stone,C,CHI,0,129200,1
2018,Jarrett Grace,LB,CHI,0,1620000,3
2018,Javon Wims,WR,CHI,95912,2555912,4
2018,Jay Cutler,QB,CHI,54000000,126700000,7
2018,Jeremi Hall,LG,CHI,0,1710000,3
2018,Jeremy Langford,RB,CHI,543624,2823624,4
2018,Jerrell Freeman,LB,CHI,6000000,12000000,3
2018,Jhajuan Seales,WR,CHI,0,1665000,3
2018,Joel Bouagnon,RB,CHI,7500,1672500,3
2018,Joel Iyiegbuniwe,LB,CHI,678576,3138576,4
2018,John Franklin III,CB,CHI,0,1710000,3
2018,John Jenkins,IDL,CHI,90000,880000,1
2018,John Timu,LB,CHI,45000,750000,1
2018,Jonathan Anderson,LB,CHI,0,1320000,2
2018,Jonathan Bullard,IDL,CHI,862520,3413520,4
2018,Jonathon Mincy,S,CHI,30000,1725000,3
2018,Jordan Howard,RB,CHI,248024,2588024,4
2018,Jordan Morgan,LG,CHI,296048,2696048,4
2018,Josh Bellamy,WR,CHI,0,1907000,1
2018,Josh Rounds,RB,CHI,0,1665000,3
2018,Josh Sitton,LG,CHI,9500000,21000000,3
2018,Josh Woods,LB,CHI,0,1710000,3
2018,Kaleb Johnson,LG,CHI,0,555000,1
2018,Kasim Edebali,ED,CHI,0,790000,1
2018,Kevin Toliver II,CB,CHI,25000,1725000,3
2018,Kevin White,WR,CHI,16563048,16563048,4
2018,Khalil Mack,ED,CHI,90000000,141000000,6
2018,Kieren Duncan,WR,CHI,0,1620000,3
2018,Knile Davis,RB,CHI,0,790000,1
2018,Kyle Fuller,CB,CHI,18000000,56000000,4
2018,Kyle Long,RG,CHI,30000000,40000000,4
2018,Kylie Fitts,ED,CHI,171900,2631900,4
2018,Lamarr Houston,ED,CHI,14900000,35000000,5
2018,Leonard Floyd,ED,CHI,15782990,15782990,4
2018,Levonte Whitfield,WR,CHI,0,1665000,3
2018,Malachi Jones,WR,CHI,0,480000,1
2018,Marcus Cooper,CB,CHI,750000,1500000,1
2018,Marcus Williams,CB,CHI,0,790000,1
2018,Markus Wheaton,WR,CHI,6000000,11000000,2
2018,Marlon Brown,WR,CHI,0,705000,1
2018,Matt Fleming,WR,CHI,0,1710000,3
2018,Matt McCants,LT,CHI,0,790000,1
2018,Matthew Wells,LB,CHI,143892,2423892,4
2018,Mekale McKay,WR,CHI,0,480000,1
2018,Michael Burton,FB,CHI,184356,2464356,4
2018,Michael Joseph,CB,CHI,10000,1720000,3
2018,Mike Glennon,QB,CHI,18500000,45000000,3
2018,Mitchell Kirsch,LT,CHI,0,1665000,3
2018,Mitchell Trubisky,QB,CHI,29032436,29032436,4
2018,Nicholas Williams,IDL,CHI,0,705000,1
2018,Nick Kwiatkoski,LB,CHI,575120,2915120,4
2018,Nick Orr,S,CHI,3500,1713500,3
2018,Nyles Morgan,LB,CHI,3500,1713500,3
2018,Pat O'Donnell,P,CHI,500000,1500000,1
2018,Patrick Scales,LS,CHI,0,630000,1
2018,Pernell McPhee,ED,CHI,15500000,38750000,5
2018,Pig Howard,WR,CHI,0,1665000,3
2018,Prince Amukamara,CB,CHI,18000000,27000000,3
2018,Quintin Demps,S,CHI,5000000,13500000,3
2018,Rashaad Coward,RT,CHI,0,1665000,3
2018,Rashard Fant,CB,CHI,1000,1711000,3
2018,Ro'Derrick Hoskins,LB,CHI,0,1710000,3
2018,Roberto Aguayo,K,CHI,2025320,4052568,4
2018,Roquan Smith,LB,CHI,18477166,18477166,4
2018,Roy Robertson-Harris,IDL,CHI,17000,1627000,3
2018,Ryan Nall,RB,CHI,20000,1730000,3
2018,Ryan Winslow,P,CHI,20000,1717500,3
2018,Sam Acho,ED,CHI,2950000,5500000,2
2018,Shaq Roland,WR,CHI,5000,1715000,3
2018,Sherrick McManis,CB,CHI,1100000,3500000,2
2018,Tanner Carew,LS,CHI,0,1050000,2
2018,Tanner Gentry,WR,CHI,0,555000,1
2018,Taquan Mizzell,RB,CHI,0,1200000,2
2018,Tarik Cohen,RB,CHI,633156,3033156,4
2018,Taylor Gabriel,WR,CHI,14000000,26000000,4
2018,Tayo Fabuluje,LT,CHI,131364,2411364,4
2018,Tracy Porter,CB,CHI,4250000,12000000,3
2018,Travis Averill,C,CHI,0,480000,1
2018,Trey Burton,TE,CHI,22000000,32000000,4
2018,Ty Holloway,CB,CHI,0,1710000,3
2018,Tyler Bray,QB,CHI,45000,795000,1
2018,Will Pericak,RG,CHI,0,480000,1
2018,Willie Beavers,RT,CHI,0,129200,1
2018,Zach Miller,TE,CHI,0,790000,1
